ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
154,50000,2,4,2,30,-1,0,-1,-1,0,-1,11526.0,12575.0,42469.0,37550.0,17765.0,26141.0,6565.0,3139.0,7221.0,5185.0,5004.0,6348.0,0
155,90000,2,1,3,69,2,3,1,3,1,0,36205.0,5805.0,40066.0,39232.0,40343.0,59773.0,6969.0,2852.0,5241.0,393.0,1919.0,3649.0,1
156,120000,1,2,2,26,0,0,2,1,1,1,256.0,27056.0,32938.0,21463.0,52543.0,53502.0,1574.0,5254.0,224.0,6217.0,4573.0,3594.0,1
157,10000,2,2,2,60,-1,2,0,2,-1,1,1021.0,31536.0,21764.0,53330.0,15142.0,38926.0,6057.0,4276.0,5715.0,306.0,5984.0,479.0,1
158,90000,1,1,2,63,1,1,0,2,2,-1,30252.0,34385.0,43435.0,4120.0,17483.0,2163.0,6288.0,4897.0,145.0,7764.0,4316.0,2242.0,1
159,90000,1,1,2,22,-1,-1,0,-1,-1,0,58299.0,39531.0,52282.0,6438.0,49256.0,6041.0,22.0,3809.0,6532.0,4261.0,2255.0,6458.0,0
160,180000,2,2,1,49,-1,0,0,1,1,-1,31698.0,59931.0,5257.0,51369.0,27769.0,27440.0,5641.0,5918.0,2935.0,7587.0,3135.0,6485.0,0
161,360000,1,1,3,49,-1,0,0,0,3,0,26755.0,45554.0,22972.0,4100.0,30783.0,35222.0,5009.0,1280.0,1130.0,1013.0,6727.0,834.0,0
162,120000,2,1,3,38,0,3,0,1,0,2,39473.0,1555.0,59731.0,11513.0,42344.0,39631.0,7750.0,5749.0,2068.0,2186.0,2037.0,153.0,1
163,50000,2,2,1,53,1,0,-1,-1,-1,0,33108.0,5314.0,51718.0,10390.0,8255.0,8516.0,344.0,400.0,5466.0,3639.0,7691.0,6648.0,0
164,50000,2,1,3,41,-1,-1,-1,-1,0,-1,23094.0,18.0,59660.0,1983.0,52319.0,53262.0,7724.0,686.0,6775.0,235.0,6042.0,1394.0,0
165,50000,1,3,3,42,2,0,0,1,-1,0,35312.0,23714.0,10997.0,7020.0,21913.0,29593.0,4571.0,5789.0,4565.0,823.0,7121.0,4596.0,1
166,180000,2,1,3,42,1,-1,-1,1,1,0,192.0,21022.0,27899.0,34362.0,39514.0,35627.0,2195.0,1266.0,1283.0,2635.0,4076.0,6615.0,0
167,50000,2,2,2,60,1,1,0,0,-1,1,14669.0,56012.0,7821.0,39671.0,25930.0,2358.0,3099.0,6161.0,7201.0,5896.0,1789.0,6298.0,1
168,20000,1,2,2,52,-1,0,0,-1,0,-1,40433.0,21969.0,51963.0,4997.0,45186.0,49469.0,6131.0,1061.0,6325.0,5667.0,271.0,4405.0,0
169,50000,1,4,3,39,-1,0,2,-1,2,1,20493.0,1839.0,31129.0,56543.0,36694.0,32583.0,7968.0,1173.0,3278.0,694.0,4279.0,3013.0,1
170,10000,1,3,1,66,1,1,-1,3,-1,-1,3257.0,53030.0,14614.0,5745.0,10399.0,13361.0,2534.0,7459.0,4435.0,478.0,3192.0,6189.0,1
171,10000,2,4,3,60,-1,0,0,0,-1,-1,7466.0,15616.0,5419.0,41220.0,11270.0,19131.0,7869.0,1418.0,7711.0,5248.0,909.0,5557.0,0
172,10000,2,2,3,66,0,0,0,0,0,-1,51970.0,54754.0,44253.0,48022.0,52644.0,21168.0,5033.0,7308.0,3019.0,2877.0,7428.0,6705.0,0
173,180000,1,2,3,56,1,1,-1,0,0,-1,19774.0,46466.0,48710.0,31246.0,31176.0,1623.0,1536.0,2784.0,206.0,6336.0,7762.0,4110.0,1
174,180000,2,2,2,40,-1,1,-1,0,-1,-1,1359.0,52831.0,52753.0,29496.0,16543.0,56527.0,4781.0,6379.0,1165.0,2384.0,2991.0,7535.0,0
175,120000,2,4,2,58,1,1,-1,0,-1,0,43728.0,49183.0,58282.0,6543.0,8595.0,48179.0,6414.0,7515.0,4802.0,2902.0,5344.0,6157.0,1
176,90000,2,4,1,37,2,-1,-1,0,0,-1,31828.0,8590.0,48879.0,14490.0,7702.0,53158.0,436.0,933.0,7981.0,1754.0,3305.0,507.0,1
177,180000,1,4,3,34,0,0,-1,1,0,-1,27083.0,37570.0,47178.0,51035.0,55194.0,21218.0,631.0,2643.0,5919.0,2132.0,3974.0,2351.0,0
178,20000,1,4,2,43,0,-1,0,2,0,-1,53695.0,24726.0,48706.0,20917.0,58574.0,33477.0,41.0,4594.0,4943.0,5649.0,4991.0,6393.0,0
179,360000,1,3,1,68,1,1,0,2,-1,-1,18823.0,37726.0,59921.0,2066.0,23609.0,27495.0,4562.0,6924.0,2584.0,3769.0,3331.0,928.0,1
180,90000,2,3,3,48,0,0,-1,0,0,1,34349.0,44753.0,27781.0,43754.0,12098.0,28529.0,462.0,1497.0,3515.0,5272.0,6413.0,5670.0,1
181,360000,2,4,2,39,0,0,-1,0,-1,2,44694.0,30057.0,45514.0,41019.0,25132.0,35335.0,7456.0,1494.0,306.0,629.0,1514.0,2724.0,0
182,20000,2,2,2,43,1,-1,-1,0,-1,-1,36505.0,18756.0,49199.0,3981.0,8199.0,27064.0,1023.0,2947.0,2969.0,4283.0,5347.0,1656.0,0
183,90000,1,2,1,35,0,-1,0,1,0,1,12478.0,54979.0,6976.0,3064.0,32979.0,46394.0,572.0,1636.0,4987.0,3669.0,7865.0,4319.0,0
184,120000,1,4,3,53,-1,0,-1,0,-1,0,40896.0,39794.0,41442.0,6988.0,37561.0,3527.0,2061.0,2136.0,7245.0,7286.0,6800.0,7453.0,0
185,90000,1,2,2,38,-1,-1,0,0,0,3,44603.0,53132.0,20329.0,3054.0,59117.0,11558.0,6105.0,1038.0,7379.0,3387.0,365.0,7181.0,0
186,90000,2,1,3,48,-1,-1,-1,0,2,-1,7344.0,14228.0,7947.0,36975.0,19131.0,53542.0,7255.0,6631.0,6569.0,825.0,911.0,3233.0,0
187,20000,1,3,3,39,0,1,-1,0,0,-1,9926.0,50295.0,10221.0,7957.0,11868.0,52940.0,2008.0,6373.0,171.0,5577.0,5029.0,29.0,1
188,50000,2,2,1,36,0,1,2,0,0,0,40495.0,19405.0,6851.0,36418.0,8000.0,49088.0,4149.0,1155.0,6489.0,1197.0,7396.0,7100.0,1
189,20000,2,4,1,68,0,-1,-1,-1,-1,1,7138.0,27629.0,53864.0,10568.0,22630.0,22125.0,6190.0,4293.0,1748.0,7272.0,6752.0,7178.0,0
190,50000,1,4,3,37,-1,-1,-1,0,-1,0,52821.0,51625.0,46315.0,58347.0,36067.0,27375.0,6375.0,5169.0,4929.0,3067.0,7231.0,4840.0,0
191,120000,1,2,2,24,1,3,-1,0,-1,0,6574.0,21283.0,6128.0,43555.0,3997.0,1516.0,1223.0,5020.0,7571.0,6276.0,1197.0,5028.0,1
192,120000,1,3,2,39,2,0,3,-1,1,-1,58453.0,15030.0,37527.0,22472.0,45539.0,16766.0,6706.0,7871.0,7103.0,5247.0,4153.0,4213.0,1
193,120000,2,4,1,47,-1,0,0,1,1,0,40290.0,54932.0,39625.0,25722.0,27606.0,43586.0,6938.0,5130.0,5315.0,3718.0,5807.0,99.0,0
194,50000,2,3,2,25,0,-1,0,0,-1,1,26583.0,57859.0,31162.0,3904.0,47591.0,20575.0,5879.0,5496.0,2394.0,4672.0,4997.0,1276.0,0
195,360000,1,1,3,35,0,-1,3,-1,-1,-1,16103.0,18664.0,36366.0,3292.0,27816.0,28815.0,4217.0,262.0,4167.0,1461.0,6216.0,1147.0,1
196,10000,1,3,1,29,0,-1,-1,1,-1,0,20670.0,18375.0,54435.0,32252.0,9330.0,7389.0,3131.0,633.0,5629.0,592.0,1702.0,7314.0,0
197,50000,2,3,2,45,-1,0,3,0,0,0,44910.0,13660.0,31131.0,1365.0,1287.0,29782.0,7115.0,4951.0,4113.0,6130.0,3656.0,398.0,1
198,10000,1,3,3,56,1,-1,-1,1,0,0,45198.0,1411.0,39575.0,38300.0,33412.0,43307.0,6910.0,7262.0,3235.0,7667.0,3583.0,4453.0,0
199,50000,1,1,1,68,3,-1,0,-1,0,0,12519.0,33172.0,34265.0,22946.0,32366.0,34327.0,4145.0,3192.0,3222.0,6895.0,7519.0,2902.0,1
200,360000,1,2,1,40,0,0,0,1,2,1,32572.0,15294.0,23768.0,8376.0,48820.0,33400.0,5936.0,5144.0,4799.0,2440.0,1621.0,48.0,0
201,50000,1,4,3,63,2,2,-1,0,-1,3,59576.0,50944.0,53451.0,32141.0,52635.0,54875.0,3199.0,1680.0,286.0,2864.0,2610.0,7353.0,1
202,360000,1,1,1,31,3,1,2,0,0,0,15438.0,10272.0,24835.0,33171.0,9665.0,14046.0,5945.0,3650.0,7985.0,2871.0,175.0,146.0,1
203,90000,2,2,2,59,-1,0,-1,-1,0,-1,41604.0,38116.0,47997.0,44778.0,18881.0,17966.0,714.0,6010.0,816.0,5620.0,1214.0,6846.0,0
204,120000,2,2,2,48,0,0,3,0,-1,-1,10329.0,30409.0,36314.0,11866.0,12460.0,37380.0,7212.0,5277.0,7876.0,4989.0,7847.0,6221.0,1
205,90000,2,1,3,58,0,0,-1,0,2,-1,50045.0,36715.0,41097.0,32842.0,6402.0,28811.0,4124.0,913.0,283.0,6371.0,6781.0,6349.0,1
206,20000,2,1,1,58,3,-1,0,0,-1,-1,10213.0,6762.0,45616.0,50683.0,144.0,58753.0,4789.0,7032.0,4100.0,7561.0,2073.0,1295.0,1
207,180000,2,2,2,47,-1,0,3,0,0,-1,17857.0,27993.0,44156.0,16199.0,4938.0,3580.0,1515.0,7417.0,3340.0,3139.0,5616.0,7048.0,1
208,360000,1,4,1,33,0,0,-1,1,0,0,27550.0,37562.0,33861.0,50109.0,31478.0,7343.0,4228.0,3817.0,4590.0,5301.0,4744.0,4789.0,0
209,20000,1,1,3,46,1,0,2,0,2,-1,22239.0,20456.0,36929.0,43401.0,9111.0,20519.0,25.0,2726.0,3468.0,4003.0,7252.0,3215.0,1
210,180000,2,2,2,61,-1,1,0,-1,0,-1,10207.0,52493.0,30525.0,25777.0,11680.0,27509.0,7121.0,4250.0,7178.0,7638.0,2402.0,5448.0,1
211,20000,1,1,2,68,1,3,0,2,-1,1,38459.0,31772.0,20347.0,52991.0,7070.0,53427.0,5990.0,6410.0,133.0,2832.0,7954.0,2731.0,1
212,180000,2,3,2,66,-1,-1,-1,0,1,-1,1183.0,21751.0,43614.0,58004.0,43454.0,29649.0,3635.0,3619.0,7885.0,1500.0,2964.0,2234.0,0
213,180000,2,2,1,29,3,-1,0,3,1,0,59011.0,1849.0,52732.0,14211.0,38140.0,26229.0,6686.0,241.0,5515.0,3030.0,5734.0,2305.0,1
214,90000,1,4,3,50,1,-1,0,3,0,2,3125.0,10109.0,42315.0,58786.0,57732.0,10007.0,6492.0,580.0,6228.0,4950.0,3182.0,4554.0,1
215,180000,2,3,2,26,-1,-1,0,2,1,0,20031.0,28595.0,46330.0,144.0,6689.0,26054.0,952.0,6492.0,1118.0,7626.0,5372.0,4808.0,0
216,20000,2,4,1,53,1,-1,-1,1,-1,-1,55793.0,24001.0,49820.0,7755.0,12525.0,31894.0,430.0,6296.0,521.0,6631.0,2680.0,1922.0,0
217,10000,1,3,2,69,-1,-1,-1,0,0,-1,9304.0,52290.0,22041.0,2590.0,27342.0,35027.0,2028.0,6176.0,3176.0,146.0,6746.0,1964.0,0
218,10000,1,2,3,23,0,1,1,-1,1,0,4377.0,47158.0,3753.0,22062.0,38945.0,36358.0,10.0,1011.0,2581.0,4072.0,5099.0,7570.0,1
219,90000,2,4,3,53,0,0,-1,0,-1,0,44635.0,9538.0,20254.0,56218.0,7804.0,25778.0,4585.0,1365.0,6263.0,1272.0,2310.0,4119.0,1
220,360000,2,2,2,67,1,2,0,1,0,-1,4390.0,35489.0,45297.0,36019.0,12710.0,9440.0,4226.0,3156.0,7172.0,2897.0,7687.0,6881.0,1
221,10000,1,4,1,62,-1,-1,3,0,2,0,53975.0,27264.0,48943.0,36994.0,25290.0,9163.0,4303.0,1846.0,3419.0,7551.0,5673.0,2641.0,1
222,90000,2,4,2,40,-1,-1,-1,1,1,0,27071.0,6068.0,30825.0,5090.0,1080.0,9283.0,588.0,3094.0,6146.0,7878.0,3429.0,2304.0,0
223,120000,1,3,2,26,0,0,-1,-1,1,-1,52159.0,39954.0,46715.0,30967.0,23716.0,37115.0,7345.0,4467.0,476.0,1229.0,1087.0,2260.0,0
224,20000,2,3,2,66,0,-1,0,-1,-1,0,14706.0,32231.0,4481.0,22959.0,45513.0,51380.0,7812.0,2240.0,5937.0,1127.0,7786.0,4230.0,1
225,180000,2,2,1,66,0,-1,-1,0,3,-1,8468.0,5247.0,38647.0,28765.0,31598.0,52986.0,4724.0,987.0,794.0,5570.0,6039.0,6232.0,0
226,50000,1,4,2,49,-1,3,0,0,-1,-1,57761.0,28085.0,40740.0,15670.0,26040.0,18683.0,44.0,3220.0,5343.0,3287.0,5342.0,4005.0,1
227,180000,2,3,2,68,-1,-1,0,-1,0,1,45730.0,43900.0,30470.0,12094.0,29274.0,4777.0,3167.0,5780.0,3057.0,3462.0,6664.0,2359.0,0
228,120000,2,4,3,21,1,-1,0,-1,0,-1,54659.0,19626.0,42992.0,57123.0,56807.0,37820.0,5745.0,4944.0,3322.0,6986.0,4857.0,7680.0,1
229,90000,2,2,2,51,-1,0,-1,1,1,0,19193.0,21413.0,29488.0,33504.0,31226.0,2302.0,5989.0,2571.0,2210.0,7364.0,1856.0,4579.0,0
230,20000,1,4,2,22,-1,0,0,0,2,0,24284.0,6609.0,31417.0,24695.0,32057.0,37606.0,1947.0,2491.0,3225.0,7203.0,1896.0,3152.0,0
231,90000,1,2,2,66,2,0,0,-1,0,-1,34633.0,12260.0,36237.0,4428.0,55848.0,22986.0,6581.0,4669.0,6995.0,6263.0,632.0,77.0,1
232,180000,1,1,1,54,-1,-1,-1,-1,0,2,26923.0,58866.0,47627.0,45760.0,9448.0,50350.0,7740.0,1380.0,6471.0,7843.0,503.0,4497.0,0
233,10000,1,1,1,65,0,1,0,0,0,-1,14559.0,37247.0,14922.0,28354.0,5757.0,37522.0,4069.0,6669.0,2722.0,5758.0,5829.0,4968.0,1
234,180000,1,3,3,48,-1,-1,1,-1,0,-1,22506.0,10562.0,18014.0,23202.0,26986.0,44393.0,3052.0,6954.0,2350.0,7078.0,6815.0,7429.0,0
235,90000,2,2,3,25,1,0,0,0,0,2,36525.0,28965.0,25130.0,40016.0,19115.0,24343.0,4209.0,203.0,4072.0,4323.0,1311.0,1845.0,1
236,180000,2,1,3,22,0,0,0,1,-1,0,2271.0,11564.0,12114.0,7908.0,12173.0,50434.0,218.0,7766.0,5478.0,407.0,4591.0,1302.0,0
237,120000,2,2,2,37,1,1,-1,-1,0,0,20156.0,26564.0,20053.0,31991.0,7170.0,31507.0,4187.0,187.0,1458.0,6531.0,991.0,7994.0,1
238,90000,1,3,1,57,-1,-1,-1,0,1,-1,17570.0,8734.0,21044.0,51789.0,52681.0,37512.0,215.0,3668.0,5809.0,7438.0,3315.0,4403.0,0
239,50000,1,2,3,28,0,0,-1,-1,0,-1,4219.0,37128.0,18854.0,27838.0,36857.0,21637.0,278.0,5338.0,7589.0,2498.0,6325.0,214.0,0
240,120000,2,4,2,62,1,-1,-1,-1,1,0,7360.0,34211.0,24603.0,25.0,41454.0,26967.0,4426.0,2616.0,6756.0,3425.0,6495.0,845.0,0
241,10000,1,4,1,32,-1,-1,3,1,-1,-1,29740.0,38006.0,30286.0,13795.0,7085.0,50408.0,4086.0,1628.0,4386.0,4576.0,7590.0,3803.0,1
242,120000,2,3,3,45,-1,-1,-1,0,0,-1,6142.0,26620.0,41756.0,3356.0,20474.0,23613.0,7893.0,379.0,2559.0,5212.0,2484.0,4939.0,0
243,10000,2,4,3,30,-1,0,1,1,-1,1,20694.0,17158.0,18176.0,30011.0,37249.0,1282.0,4061.0,5819.0,2587.0,5398.0,7589.0,1949.0,1
244,120000,1,2,3,43,2,-1,-1,-1,-1,-1,33651.0,14973.0,50731.0,21863.0,31669.0,22741.0,7838.0,294.0,5935.0,3154.0,6268.0,2925.0,1
245,120000,1,1,1,43,0,0,-1,-1,0,-1,52430.0,12908.0,28765.0,7945.0,41692.0,23517.0,6456.0,3873.0,3638.0,6835.0,2709.0,5889.0,0
246,10000,1,1,3,21,0,-1,0,0,-1,-1,5925.0,25765.0,43255.0,41213.0,40168.0,25103.0,2698.0,3143.0,851.0,6509.0,2623.0,7741.0,0
247,180000,1,4,2,48,0,1,-1,0,-1,0,26078.0,27087.0,6888.0,10596.0,24800.0,4239.0,7409.0,7741.0,5421.0,7538.0,860.0,3928.0,1
248,50000,1,4,2,59,0,1,1,3,0,0,6175.0,40411.0,10439.0,20502.0,46971.0,7758.0,3861.0,7441.0,1104.0,4607.0,7367.0,3323.0,1
249,180000,2,3,3,66,0,-1,2,-1,0,1,25714.0,3146.0,27213.0,59262.0,15577.0,19442.0,4759.0,6540.0,7895.0,619.0,1626.0,2889.0,0
250,10000,2,1,2,37,0,-1,1,1,0,-1,28830.0,16902.0,21973.0,3978.0,4808.0,25437.0,803.0,5845.0,3338.0,6764.0,2143.0,1089.0,0
251,20000,2,2,1,64,0,-1,-1,1,-1,-1,47955.0,51157.0,29767.0,14862.0,54802.0,1740.0,1700.0,4343.0,2735.0,635.0,3303.0,422.0,0
252,90000,2,1,1,64,-1,1,1,0,0,0,26536.0,54914.0,9504.0,19070.0,1351.0,23366.0,4177.0,2794.0,441.0,1550.0,1100.0,6671.0,0
253,20000,2,1,2,69,1,-1,-1,-1,0,-1,56130.0,55854.0,28416.0,30524.0,17020.0,19207.0,2169.0,1333.0,1341.0,2281.0,6447.0,297.0,1
254,50000,1,1,3,39,1,0,2,0,0,0,8258.0,18380.0,41203.0,14698.0,6867.0,2074.0,4797.0,7744.0,7581.0,1479.0,5584.0,6566.0,1
255,120000,1,3,3,62,-1,0,0,-1,0,2,3189.0,8227.0,43707.0,58201.0,13909.0,15024.0,639.0,3079.0,4296.0,5789.0,1253.0,1978.0,0
256,20000,2,1,2,48,0,1,-1,1,-1,0,266.0,11890.0,14890.0,325.0,23699.0,16507.0,2008.0,3430.0,7215.0,3523.0,1302.0,5558.0,0
257,120000,1,4,3,23,-1,0,-1,0,2,0,21404.0,7912.0,20665.0,56883.0,7776.0,8611.0,5321.0,1129.0,7647.0,1754.0,175.0,7612.0,0
258,10000,1,2,3,34,3,0,-1,2,-1,3,11578.0,57274.0,31523.0,32088.0,28002.0,45114.0,4896.0,2214.0,391.0,38.0,7594.0,5990.0,1
259,20000,2,2,2,53,2,3,-1,0,0,-1,5495.0,53003.0,31078.0,2297.0,55639.0,4342.0,7869.0,5076.0,3046.0,1731.0,3486.0,5836.0,1
260,120000,2,3,2,28,2,-1,2,0,-1,2,14153.0,48633.0,47509.0,6998.0,8187.0,34676.0,7197.0,3410.0,6706.0,5542.0,5244.0,2117.0,1
261,180000,2,4,3,42,-1,1,1,0,0,0,58499.0,43788.0,23417.0,6183.0,55594.0,39920.0,6484.0,4686.0,3965.0,6354.0,1199.0,4785.0,1
262,20000,2,2,2,58,-1,-1,3,0,-1,0,48014.0,20588.0,40256.0,17249.0,24669.0,48370.0,7.0,1692.0,4070.0,2368.0,1846.0,5136.0,1
263,50000,1,1,1,28,-1,0,-1,2,1,2,1114.0,28541.0,53025.0,19983.0,35547.0,32734.0,4819.0,656.0,4560.0,585.0,4331.0,3402.0,0
264,360000,2,1,3,45,-1,1,0,-1,-1,0,54926.0,50485.0,17902.0,38471.0,26497.0,32561.0,1831.0,7085.0,5615.0,4458.0,1670.0,304.0,1
265,360000,2,4,2,31,-1,0,-1,3,0,0,12315.0,48862.0,49378.0,18672.0,18998.0,45648.0,2135.0,3456.0,7510.0,6263.0,4903.0,7299.0,0
266,120000,2,1,2,47,-1,0,0,1,-1,-1,24356.0,31128.0,19972.0,43506.0,6545.0,51245.0,1679.0,2889.0,7095.0,560.0,7391.0,1575.0,0
267,90000,2,3,3,32,3,-1,-1,1,-1,0,19658.0,50253.0,20063.0,17627.0,35600.0,12656.0,3647.0,2288.0,5000.0,6364.0,2440.0,7787.0,1
268,50000,2,2,3,68,-1,0,-1,0,0,0,24301.0,20805.0,39201.0,15807.0,54999.0,47764.0,991.0,5263.0,4615.0,1365.0,4862.0,7458.0,0
269,120000,1,4,1,24,-1,-1,0,1,0,-1,45643.0,24810.0,37307.0,16521.0,31247.0,27742.0,4254.0,4504.0,2887.0,2063.0,7325.0,150.0,0
270,120000,1,1,2,68,1,0,-1,-1,0,0,42748.0,50376.0,32968.0,19751.0,35948.0,5897.0,1328.0,3112.0,930.0,4982.0,7149.0,5913.0,0
271,50000,1,4,1,59,0,0,0,1,3,0,35642.0,22585.0,13873.0,50264.0,38624.0,36745.0,4003.0,7447.0,5672.0,410.0,61.0,5072.0,1
272,10000,1,3,2,62,1,-1,0,-1,0,-1,37615.0,45129.0,5783.0,14814.0,23312.0,58620.0,5007.0,7213.0,20.0,2445.0,881.0,1845.0,1
273,20000,1,2,2,62,0,-1,-1,-1,3,-1,43651.0,27197.0,54536.0,16395.0,7235.0,8442.0,1437.0,1588.0,5585.0,1111.0,7889.0,6502.0,0
274,360000,1,1,2,30,1,-1,2,0,-1,0,11048.0,17872.0,52439.0,57413.0,30414.0,884.0,821.0,5139.0,3975.0,1717.0,7403.0,891.0,1
275,50000,2,4,3,66,0,-1,0,-1,1,-1,23740.0,13130.0,53200.0,39224.0,52135.0,54991.0,6450.0,7746.0,6291.0,6187.0,2575.0,1989.0,0
276,90000,2,2,2,50,0,-1,1,-1,0,-1,6461.0,36400.0,30756.0,11431.0,18851.0,35810.0,5908.0,3906.0,7593.0,1830.0,4160.0,7591.0,1
277,90000,2,2,2,68,0,1,0,1,0,0,42250.0,28779.0,53072.0,52090.0,52288.0,13145.0,2091.0,241.0,4423.0,347.0,4582.0,5942.0,1
278,180000,2,2,2,64,0,0,0,-1,3,-1,26256.0,22163.0,28401.0,10990.0,51259.0,47550.0,7096.0,1057.0,4580.0,1718.0,5347.0,897.0,1
279,10000,2,1,1,49,-1,-1,0,0,0,-1,38236.0,44589.0,4530.0,9726.0,14688.0,23620.0,1769.0,5341.0,3898.0,694.0,6003.0,1152.0,0
280,10000,2,2,1,39,0,0,1,-1,1,0,33889.0,63.0,11906.0,26702.0,34500.0,19913.0,7412.0,7215.0,2983.0,4982.0,2983.0,2056.0,0
281,20000,1,1,3,26,-1,1,0,1,0,-1,16417.0,5531.0,16356.0,41476.0,44853.0,17388.0,906.0,1027.0,711.0,7782.0,7119.0,564.0,0
282,90000,2,1,1,25,1,-1,-1,1,-1,3,8322.0,57708.0,22619.0,11358.0,29693.0,35914.0,5281.0,4374.0,247.0,1341.0,473.0,1461.0,0
283,120000,1,2,1,40,-1,-1,-1,0,0,2,58376.0,39811.0,56343.0,45199.0,41962.0,8072.0,153.0,3974.0,5784.0,5830.0,259.0,4574.0,0
284,90000,1,1,3,60,-1,-1,0,0,0,0,17596.0,32977.0,19969.0,9402.0,54653.0,21727.0,1579.0,2280.0,7319.0,2901.0,7663.0,59.0,0
285,90000,2,2,1,45,-1,-1,-1,2,2,3,6573.0,884.0,36757.0,46905.0,37636.0,18304.0,3237.0,5053.0,430.0,574.0,1417.0,2299.0,0
286,360000,2,4,2,44,1,1,-1,1,1,1,18356.0,35905.0,16244.0,5752.0,50278.0,3636.0,682.0,7023.0,2617.0,5503.0,7956.0,2513.0,1
287,20000,1,1,3,32,-1,3,-1,-1,-1,-1,54145.0,26087.0,38596.0,27866.0,48057.0,45789.0,3655.0,1913.0,4865.0,1679.0,2287.0,7766.0,1
288,120000,1,1,2,48,0,-1,0,0,-1,0,15677.0,35993.0,34044.0,38410.0,48768.0,507.0,1856.0,435.0,5638.0,4109.0,2916.0,7793.0,0
289,90000,1,1,1,52,1,0,-1,1,-1,-1,59207.0,2460.0,9025.0,15934.0,51141.0,57583.0,791.0,2872.0,5882.0,4056.0,223.0,6763.0,1
290,90000,1,3,1,69,-1,-1,0,-1,0,0,27645.0,33038.0,27736.0,36724.0,13536.0,5691.0,7695.0,2512.0,5553.0,4778.0,7550.0,2735.0,0
291,180000,1,2,3,56,1,0,1,1,-1,0,51708.0,34672.0,6323.0,41318.0,1101.0,21494.0,7854.0,5817.0,670.0,1079.0,2874.0,4218.0,1
292,20000,2,2,1,50,-1,1,1,-1,0,-1,39183.0,17402.0,53351.0,39009.0,9187.0,5904.0,7698.0,4294.0,2031.0,2007.0,1341.0,4034.0,1
293,360000,2,1,3,65,-1,-1,-1,1,0,-1,2636.0,3270.0,42247.0,23813.0,14980.0,22012.0,1232.0,143.0,3753.0,5898.0,3866.0,6881.0,0
294,50000,2,2,1,41,0,-1,0,-1,1,2,30563.0,58294.0,56480.0,46398.0,41405.0,36653.0,3055.0,2718.0,510.0,7461.0,1237.0,5967.0,1
295,90000,2,2,1,66,2,0,0,-1,-1,-1,25015.0,42563.0,52537.0,43899.0,30596.0,5248.0,2619.0,5880.0,2745.0,93.0,6318.0,7252.0,1
296,90000,2,2,3,39,-1,3,0,3,0,-1,12087.0,37300.0,13168.0,19581.0,28118.0,31551.0,2606.0,3813.0,3080.0,3311.0,584.0,4408.0,1
297,180000,2,3,3,27,0,-1,0,1,-1,-1,32999.0,46025.0,42433.0,44005.0,544.0,46312.0,3332.0,4502.0,7824.0,7051.0,3993.0,7353.0,0
298,90000,1,4,3,41,-1,-1,-1,1,1,0,6176.0,40255.0,6006.0,55105.0,41022.0,27327.0,4080.0,2114.0,2537.0,2295.0,3130.0,5948.0,0
299,20000,1,2,3,27,0,-1,3,2,-1,1,41897.0,8063.0,57635.0,49002.0,21854.0,6746.0,3881.0,2555.0,7770.0,3580.0,297.0,5910.0,1
300,10000,2,4,1,26,0,0,-1,0,-1,1,49312.0,27287.0,47120.0,43992.0,45637.0,41515.0,2333.0,1040.0,5602.0,7234.0,418.0,5293.0,0
301,50000,1,3,3,64,0,0,1,-1,-1,0,5552.0,53320.0,40828.0,45991.0,6765.0,11188.0,7838.0,653.0,5538.0,7751.0,4149.0,2685.0,1
302,180000,1,2,3,59,0,1,0,-1,1,-1,28758.0,17271.0,59691.0,48282.0,17718.0,1009.0,7837.0,294.0,6558.0,5242.0,3157.0,4868.0,1
303,10000,1,1,1,31,-1,1,-1,0,-1,-1,39307.0,58332.0,50814.0,17347.0,3281.0,26207.0,2649.0,4995.0,6738.0,5553.0,1037.0,2852.0,1
304,360000,2,2,1,62,0,1,0,-1,0,0,3728.0,3860.0,51816.0,43257.0,17079.0,16259.0,1769.0,1261.0,1779.0,4911.0,1107.0,5197.0,1
305,90000,1,3,3,24,0,1,-1,2,0,1,23359.0,19843.0,6007.0,11965.0,55401.0,1708.0,4261.0,4590.0,3367.0,2269.0,6438.0,2038.0,1
306,10000,2,1,1,34,0,-1,1,-1,1,0,15487.0,21013.0,1421.0,21507.0,29449.0,46643.0,2953.0,7623.0,4225.0,7093.0,5844.0,6393.0,0
307,50000,1,4,3,55,-1,0,0,-1,-1,0,2355.0,37045.0,57666.0,56071.0,26373.0,35983.0,7897.0,5577.0,7814.0,272.0,4862.0,4570.0,1
308,90000,1,2,1,35,0,-1,-1,-1,-1,0,48242.0,10565.0,15075.0,16981.0,16412.0,54598.0,3434.0,4603.0,324.0,468.0,6666.0,5681.0,0
309,50000,1,4,1,56,0,-1,-1,-1,0,0,26680.0,13748.0,25584.0,50617.0,15892.0,28822.0,318.0,934.0,3814.0,4814.0,554.0,1774.0,0
